"","Activity Type","Date","Favorite","Title","Distance","Calories","Time","Avg HR","Max HR","Aerobic TE","Avg Run Cadence","Max Run Cadence",Avg_Pace,"Best Pace","Elev Gain","Elev Loss","Avg Stride Length","Avg Vertical Ratio","Avg Vertical Oscillation","Avg Ground Contact Time","Avg GCT Balance","Training Stress Score®","Grit","Flow","Climb Time","Bottom Time","Min Temp","Surface Interval","Decompression","Best Lap Time","Number of Laps","Max Temp","date","avgpace"
"88","Running","7/16/20 6:54",FALSE,"Linn County - W01D6-Fartlek Run",4.3,394,00:45:12,146,177,3.3,161,170,10:31:00,09:47:00,"19","19",0.95,0,0,"--","--",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:11:00,6,0,2020-07-16 06:54:00,37860
"89","Running","7/15/20 7:23",FALSE,"Lincoln County - W01D3-Intervals",4,422,00:41:45,168,187,4.1,162,177,10:26:00,08:59:00,"35","67",0.95,0,0,"--","--",0,"0",0,NA,00:00:00,0,00:00:00,"No",01:30:00,10,0,2020-07-15 07:23:00,37560
"90","Running","7/14/20 8:26",FALSE,"Linn County - W01D2-Easy Run",4,452,00:46:35,160,177,3.7,154,173,11:38:00,10:01:00,"22","22",0.9,0,0,"--","--",0,"0",0,NA,00:00:00,0,00:00:00,"No",04:56:00,5,0,2020-07-14 08:26:00,41880
"91","Running","7/13/20 9:24",FALSE,"Lincoln County - W16D7-Marathon",6.42,708,01:16:15,154,173,3.8,155,165,11:52:00,10:29:00,"96","102",0.88,0,0,"--","--",0,"0",0,01:16:15,00:00:00,0,00:00:00,"No",05:08:00,7,0,2020-07-13 09:24:00,42720
"92","Running","7/11/20 7:59",FALSE,"Lincoln County - W16D6-Easy Run",2.01,207,00:21:56,156,178,3,160,171,10:56:00,09:59:00,"17","55",0.92,0,0,"--","--",0,"0",0,21:56:00,00:00:00,0,00:00:00,"No",01:55:00,3,0,2020-07-11 07:59:00,39360
"93","Running","7/10/20 9:17",FALSE,"Linn County - W16D4-Easy Run",6.25,737,01:13:16,166,181,4.5,155,165,11:43:00,09:49:00,"29","29",0.88,0,0,"--","--",0,"0",0,01:13:16,00:00:00,0,00:00:00,"No",06:28:00,7,0,2020-07-10 09:17:00,42180
"94","Running","7/8/20 9:14",FALSE,"Linn County - W16D2-Intervals",2.14,203,00:22:05,155,182,3,162,170,10:20:00,09:15:00,"8","8",0.96,0,0,"--","--",0,"0",0,22:05:00,00:00:00,0,00:00:00,"No",00:04:00,6,0,2020-07-08 09:14:00,37200
"95","Running","7/6/20 20:02",FALSE,"Linn County - W15D7-Long Run",7,786,01:15:00,172,189,5,163,183,10:43:00,09:27:00,"39","39",0.92,0,0,"--","--",0,"0",0,01:15:00,00:00:00,0,00:00:00,"No",04:59:00,8,0,2020-07-06 20:02:00,38580
"96","Running","7/5/20 19:23",FALSE,"Lincoln County - W15D6-Easy Run",3,290,00:32:20,152,176,3.2,162,172,10:46:00,09:39:00,"71","114",0.93,0,0,"--","--",0,"0",0,NA,00:00:00,0,00:00:00,"No",02:19:00,4,0,2020-07-05 19:23:00,38760
"97","Running","7/3/20 9:34",FALSE,"Linn County - W15D4-Threshold Run",7,728,01:16:42,164,185,5,161,172,10:58:00,09:35:00,"40","41",0.91,0,0,"--","--",0,"0",0,01:16:42,00:00:00,0,00:00:00,"No",01:41:00,10,0,2020-07-03 09:34:00,39480
"98","Running","7/2/20 9:36",FALSE,"Linn County - W15D2-Intervals",4.41,447,00:46:06,172,191,4.7,164,173,10:28:00,09:04:00,"14","20",0.93,0,0,"--","--",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,16,0,2020-07-02 09:36:00,37680
"99","Running","6/30/20 11:55",FALSE,"Lincoln County - W14D7-Long Run",10.4,1178,02:00:43,174,184,5,157,175,11:36:00,09:35:00,"342","383",0.89,9.7,8.8,"307","50.6% L / 49.4% R",0,"0",0,02:00:43,00:00:00,0,00:00:00,"No",00:42:00,13,0,2020-06-30 11:55:00,41760
"100","Running","6/26/20 8:20",FALSE,"Linn County - W14D6-Easy Run",3.5,383,00:40:14,170,181,4.1,161,187,11:30:00,10:32:00,"10","10",0.87,10.4,9.2,"289","49.5% L / 50.5% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:13:00,5,0,2020-06-26 08:20:00,41400
"101","Running","6/25/20 8:16",FALSE,"Linn County - W14D3-Intervals",4.31,482,00:48:05,175,185,4.8,163,188,11:09:00,09:13:00,"20","20",0.88,9.9,8.8,"287","50.0% L / 50.0% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:04:00,10,0,2020-06-25 08:16:00,40140
"102","Running","6/24/20 7:21",FALSE,"Linn County - W14D2-Easy Run",4.03,448,00:49:32,164,175,3.7,156,256,12:18:00,10:29:00,"19","19",0.84,9.3,8,"333","49.9% L / 50.1% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",04:31:00,5,0,2020-06-24 07:21:00,44280
"103","Running","6/22/20 9:09",FALSE,"Lincoln County - W13D7-Long Run",13.1,1435,02:34:49,165,178,4.4,157,171,11:49:00,09:01:00,"331","368",0.87,9.3,8.2,"324","50.4% L / 49.6% R",0,"0",0,02:34:49,00:00:00,0,00:00:00,"No",02:23:00,15,0,2020-06-22 09:09:00,42540
"104","Running","6/20/20 16:39",FALSE,"Lincoln County - W13D4-Threshold Run",6.16,607,01:10:08,162,185,4,163,219,11:23:00,08:36:00,"114","158",0.87,9,8,"261","50.5% L / 49.5% R",0,"0",0,01:10:08,00:00:00,0,00:00:00,"No",00:08:00,9,0,2020-06-20 16:39:00,40980
"105","Running","6/19/20 9:18",FALSE,"Lincoln County - W13D4-Threshold Run",1.6,175,00:21:30,151,164,2.6,152,159,13:25:00,11:30:00,"50","53",0.79,10.9,8.7,"330","49.8% L / 50.2% R",0,"0",0,21:30:00,00:00:00,0,00:00:00,"No",08:14:00,2,0,2020-06-19 09:18:00,48300
"106","Running","6/18/20 10:53",FALSE,"Lincoln County - W13D2-Intervals",5.97,686,01:08:23,179,193,5,160,230,11:27:00,09:41:00,"98","130",0.88,10.1,9,"256","55.5% L / 44.5% R",0,"0",0,01:08:23,00:00:00,0,00:00:00,"No",00:08:00,16,0,2020-06-18 10:53:00,41220
"107","Running","6/16/20 18:06",FALSE,"Lincoln County - W12D7-Long Run",15.17,1724,03:00:10,170,181,5,157,171,11:53:00,09:51:00,"347","378",0.86,9.7,8.5,"319","50.5% L / 49.5% R",0,"0",0,03:00:10,00:00:00,0,00:00:00,"No",00:09:00,17,0,2020-06-16 18:06:00,42780
"108","Running","6/13/20 8:14",FALSE,"Linn County - W12D6-Easy Run",2.7,304,00:33:40,154,169,3.2,161,193,12:29:00,11:09:00,"--","3",0.8,9.7,7.9,"312","50.0% L / 50.0% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",03:40:00,4,0,2020-06-13 08:14:00,44940
"109","Running","6/12/20 8:35",FALSE,"Linn County - W12D3-Intervals",6.5,704,01:12:37,167,182,4.6,165,204,11:10:00,09:24:00,"30","30",0.87,8.9,7.9,"288","49.9% L / 50.1% R",0,"0",0,01:12:37,00:00:00,0,00:00:00,"No",02:00:00,13,0,2020-06-12 08:35:00,40200
"110","Running","6/11/20 8:58",FALSE,"Linn County - W12D5-Intervals",3,320,00:34:35,162,184,3.6,164,183,11:32:00,08:57:00,"--","3",0.86,9.3,8.2,"279","50.1% L / 49.9% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",01:00:00,13,0,2020-06-11 08:58:00,41520
"111","Running","6/10/20 16:12",FALSE,"Linn County - W12D2-Easy Run",4.19,460,00:45:04,174,185,4.8,164,248,10:45:00,08:03:00,"21","18",0.92,8.7,8.2,"290","49.6% L / 50.4% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:04:00,6,0,2020-06-10 16:12:00,38700
"112","Running","6/8/20 8:13",FALSE,"Lincoln County - W11D7-Long Run",15,1646,03:04:48,162,179,5,155,187,12:19:00,10:25:00,"368","404",0.85,10,8.6,"317","50.7% L / 49.3% R",0,"0",0,03:04:48,00:00:00,0,00:00:00,"No",04:47:00,16,0,2020-06-08 08:13:00,44340
"113","Running","6/7/20 9:56",FALSE,"Lincoln County - W11D6-Easy Run",3,314,00:31:19,170,190,4.1,166,178,10:25:00,09:39:00,"88","126",0.93,8.6,8.2,"288","48.9% L / 51.1% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",01:18:00,4,0,2020-06-07 09:56:00,37500
"114","Running","6/5/20 10:28",FALSE,"Lincoln County - W11D4-Easy Run",4.27,481,00:45:06,178,190,5,165,183,10:34:00,09:18:00,"37","80",0.93,8.7,8.3,"280","50.4% L / 49.6% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:06:00,6,0,2020-06-05 10:28:00,38040
"115","Running","6/4/20 9:43",FALSE,"Lincoln County - W11D3-Intervals",4.21,473,00:45:10,176,191,5,161,172,10:45:00,09:08:00,"67","74",0.93,9.4,8.9,"291","50.0% L / 50.0% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:01:00,12,0,2020-06-04 09:43:00,38700
"116","Running","6/1/20 8:07",FALSE,"Lincoln County - W10D7-Half Marathon",13.1,1377,02:40:43,149,176,4,154,200,12:16:00,10:16:00,"368","365",0.85,10.1,8.7,"307","49.9% L / 50.1% R",0,"0",0,02:40:43,00:00:00,0,00:00:00,"No",00:01:00,16,0,2020-06-01 08:07:00,44160
"117","Running","5/31/20 9:22",FALSE,"Lincoln County - W10D6-Easy Run",2,182,00:21:47,159,178,3.1,164,173,10:53:00,09:27:00,"54","97",0.89,9.8,8.8,"286","49.1% L / 50.9% R",0,"0",0,21:47:00,00:00:00,0,00:00:00,"No",01:46:00,3,0,2020-05-31 09:22:00,39180
"118","Running","5/29/20 8:21",FALSE,"Linn County - W10D4-Threshold Run",3,267,00:33:44,156,182,3.1,160,182,11:14:00,09:09:00,"3","3",0.89,9.8,8.8,"290","50.1% L / 49.9% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:19:00,5,0,2020-05-29 08:21:00,40440
"119","Running","5/28/20 8:28",FALSE,"Linn County - W10D3-Easy Run",2.5,270,00:31:08,150,168,2.8,154,183,12:27:00,10:39:00,"--","1",0.84,10.7,9.1,"324","49.0% L / 51.0% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",01:08:00,4,0,2020-05-28 08:28:00,44820
"120","Running","5/27/20 7:37",FALSE,"Linn County - W10D2-Intervals",3.3,351,00:39:21,156,182,3.5,159,217,11:55:00,09:33:00,"17","17",0.85,0,0,"--","--",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:06:00,15,0,2020-05-27 07:37:00,42900
"121","Running","5/26/20 7:51",FALSE,"Linn County - W09D7-Long Run",7.51,841,01:30:27,163,177,4.6,155,219,12:03:00,10:32:00,"18","28",0.86,9.8,8.6,"312","50.5% L / 49.5% R",0,"0",0,01:30:27,00:00:00,0,00:00:00,"No",00:26:00,9,0,2020-05-26 07:51:00,43380
"122","Running","5/25/20 18:24",FALSE,"Linn County - W09D6-Easy Run",4,429,00:49:09,161,176,3.3,154,170,12:17:00,10:51:00,"16","16",0.85,9.5,8.2,"310","48.4% L / 51.6% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",03:13:00,5,0,2020-05-25 18:24:00,44220
"123","Running","5/22/20 9:01",FALSE,"Linn County - W09D4a-Recovery Run",4,442,00:48:25,162,179,3.6,157,176,12:07:00,09:49:00,"4","4",0.85,10.3,8.9,"303","51.2% L / 48.8% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",03:33:00,5,0,2020-05-22 09:01:00,43620
"124","Running","5/20/20 8:36",FALSE,"Linn County - W09D2-Easy Run",4,443,00:51:09,153,171,3.1,154,168,12:48:00,10:29:00,"14","14",0.82,10.9,9,"326","50.0% L / 50.0% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",06:08:00,5,0,2020-05-20 08:36:00,46080
"125","Running","5/18/20 12:28",FALSE,"Lincoln County - W08D7-Long Run",15,1659,02:47:04,170,185,5,159,178,11:08:00,09:27:00,"406","407",0.91,9.3,8.6,"298","50.2% L / 49.8% R",0,"0",0,02:47:04,00:00:00,0,00:00:00,"No",02:04:00,16,0,2020-05-18 12:28:00,40080
"126","Running","5/17/20 7:13",FALSE,"Lincoln County - W08D4-Recovery Run",3,312,00:33:58,153,171,3.4,162,166,11:19:00,10:01:00,"101","102",0.88,9.9,8.9,"290","50.9% L / 49.1% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",03:57:00,4,0,2020-05-17 07:13:00,40740
"127","Running","5/16/20 8:59",FALSE,"Lincoln County - W08D5-Intervals",6,682,01:07:30,173,185,5,159,172,11:15:00,09:20:00,"120","141",0.9,10.4,9.5,"298","49.9% L / 50.1% R",0,"0",0,01:07:30,00:00:00,0,00:00:00,"No",01:30:00,15,0,2020-05-16 08:59:00,40500
"128","Running","5/13/20 8:44",FALSE,"Linn County - W08D2-Intervals",4.1,422,00:45:36,163,179,3.9,163,174,11:07:00,09:16:00,"13","13",0.89,9.3,8.4,"293","51.4% L / 48.6% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:27:00,9,0,2020-05-13 08:44:00,40020
"129","Running","5/12/20 8:38",FALSE,"Linn County - W08D1a-Recovery Run",3,312,00:32:24,161,174,3.6,162,194,10:48:00,09:39:00,"--","3",0.93,9.3,8.9,"292","48.6% L / 51.4% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",02:24:00,4,0,2020-05-12 08:38:00,38880
"130","Running","5/11/20 6:18",FALSE,"Linn County - W07D7-Long Run",13.1,1382,02:38:08,156,171,3.8,151,173,12:04:00,10:07:00,"71","71",0.88,10.2,9.2,"319","49.7% L / 50.3% R",0,"0",0,02:38:08,00:00:00,0,00:00:00,"No",05:41:00,14,0,2020-05-11 06:18:00,43440
"131","Running","5/9/20 8:20",FALSE,"Linn County - W07D5-Intervals",4,458,00:44:58,175,188,4.5,153,162,11:15:00,09:13:00,"17","17",0.94,9.7,9.2,"312","50.3% L / 49.7% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",01:30:00,10,0,2020-05-09 08:20:00,40500
"132","Running","5/8/20 7:34",FALSE,"Linn County - W07D4-Easy Run",4,462,00:49:03,160,180,3.8,149,156,12:16:00,11:16:00,"18","18",0.88,0,0,"--","--",0,"0",0,NA,00:00:00,0,00:00:00,"No",02:59:00,5,0,2020-05-08 07:34:00,44160
"133","Running","5/7/20 8:13",FALSE,"Linn County - W07D3-Intervals",6,674,01:07:23,168,193,5,153,166,11:14:00,09:18:00,"22","22",0.93,0,0,"--","--",0,"0",0,01:07:23,00:00:00,0,00:00:00,"No",01:30:00,15,0,2020-05-07 08:13:00,40440
"134","Running","5/6/20 7:59",FALSE,"Linn County - W07D2a-Recovery Run",3,333,00:35:37,155,175,3.4,151,159,11:53:00,10:43:00,"574","554",0.9,0,0,"--","--",0,"0",0,NA,00:00:00,0,00:00:00,"No",05:37:00,4,0,2020-05-06 07:59:00,42780
"135","Running","5/4/20 8:28",FALSE,"Lincoln County - W06D7-Long Run",13,1418,02:37:17,162,177,4.3,148,191,12:06:00,10:36:00,"361","375",0.9,11,10.1,"328","49.7% L / 50.3% R",0,"0",0,02:37:17,00:00:00,0,00:00:00,"No",06:38:00,14,0,2020-05-04 08:28:00,43560
"136","Running","5/3/20 8:42",FALSE,"Lincoln County - W06D6-Intervals",4.1,440,00:44:37,168,185,4.4,154,164,10:53:00,09:27:00,"40","75",0.96,10.2,10,"310","49.5% L / 50.5% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:06:00,9,0,2020-05-03 08:42:00,39180
"137","Running","5/1/20 8:56",FALSE,"Linn County - W06D4-Intervals",4,417,00:44:18,167,190,4.1,152,188,11:04:00,08:36:00,"14","14",0.96,10.8,10.5,"304","49.0% L / 51.0% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",01:30:00,13,0,2020-05-01 08:56:00,39840
"138","Running","4/30/20 7:24",FALSE,"Linn County - W06D3a-Recovery Run",3,331,00:37:45,155,170,3.3,148,162,12:34:00,10:32:00,"7","7",0.87,11.2,9.8,"316","50.3% L / 49.7% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",05:01:00,4,0,2020-04-30 07:24:00,45240
"139","Running","4/29/20 7:23",FALSE,"Lincoln County - W06D2-Intervals",4.2,462,00:48:37,169,187,4.3,151,161,11:35:00,09:24:00,"69","82",0.92,10.8,10.1,"309","49.4% L / 50.6% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",02:00:00,8,0,2020-04-29 07:23:00,41700
"140","Running","4/27/20 8:31",FALSE,"Lincoln County - W05D7-Long Run",8,910,01:38:27,165,181,4.6,149,164,12:19:00,09:51:00,"201","202",0.88,11.1,9.9,"310","48.5% L / 51.5% R",0,"0",0,01:38:27,00:00:00,0,00:00:00,"No",05:39:00,9,0,2020-04-27 08:31:00,44340
"141","Running","4/26/20 8:52",FALSE,"Linn County - W05D6-Intervals",4.6,490,00:50:44,170,186,4.5,154,173,11:01:00,09:16:00,"19","24",0.95,10.3,9.9,"310","48.8% L / 51.2% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",01:00:00,14,0,2020-04-26 08:52:00,39660
"142","Running","4/23/20 7:30",FALSE,"Linn County - W05D2-Intervals",4.3,476,00:48:35,172,187,4.6,154,173,11:18:00,09:22:00,"5","5",0.92,10.1,9.3,"301","49.3% L / 50.7% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",01:04:00,12,0,2020-04-23 07:30:00,40680
"143","Running","4/22/20 9:08",FALSE,"Linn County - W05D3a-Recovery Run",3,339,00:36:41,160,176,3.6,150,256,12:13:00,11:03:00,"3","3",0.88,10.8,9.7,"333","49.5% L / 50.5% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",05:09:00,4,0,2020-04-22 09:08:00,43980
"144","Running","4/20/20 6:59",FALSE,"Linn County - W04D7-Long Run",11,1203,02:20:13,162,173,3.9,149,171,12:45:00,10:36:00,"63","70",0.85,10.8,9.2,"332","50.0% L / 50.0% R",0,"0",0,02:20:13,00:00:00,0,00:00:00,"No",05:13:00,12,0,2020-04-20 06:59:00,45900
"145","Running","4/19/20 9:23",FALSE,"Linn County - W04D6-Intervals",4.2,469,00:47:23,170,190,4.6,153,219,11:17:00,09:15:00,"15","15",0.94,9.8,9.4,"313","49.5% L / 50.5% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",01:22:00,8,0,2020-04-19 09:23:00,40620
"146","Running","4/17/20 6:09",FALSE,"Linn County - W04D4-Fartlek Run",4.01,439,00:46:14,164,177,4,152,163,11:32:00,10:07:00,"17","17",0.92,0,0,"--","--",0,"0",0,NA,00:00:00,0,00:00:00,"No",01:14:00,5,0,2020-04-17 06:09:00,41520
"147","Running","4/16/20 7:55",FALSE,"Linn County - W04D3a-Recovery Run",3.01,324,00:38:10,155,169,3.2,148,240,12:42:00,10:41:00,"--","3",0.87,10.7,9.4,"339","49.2% L / 50.8% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",04:44:00,4,0,2020-04-16 07:55:00,45720
"148","Running","4/15/20 11:14",FALSE,"Linn County - W04D2-Intervals",4.01,453,00:45:27,173,190,4.7,151,161,11:21:00,09:15:00,"8","8",0.95,10.3,9.9,"313","50.1% L / 49.9% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:27:00,9,0,2020-04-15 11:14:00,40860
"149","Running","4/13/20 8:00",FALSE,"Lincoln County - W03D7-Long Run",8.5,933,01:49:58,165,178,3.8,144,158,12:57:00,10:12:00,"301","302",0.86,11.1,9.7,"342","50.1% L / 49.9% R",0,"0",0,01:49:58,00:00:00,0,00:00:00,"No",03:38:00,10,0,2020-04-13 08:00:00,46620
"150","Running","4/11/20 8:26",FALSE,"Linn County - W03D6-Intervals",3.1,337,00:36:13,165,184,3.8,151,162,11:42:00,09:33:00,"3","3",0.91,10.8,9.9,"303","50.8% L / 49.2% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",02:00:00,6,0,2020-04-11 08:26:00,42120
"151","Running","4/10/20 9:45",FALSE,"Linn County - W03D4-Recovery Run",4.01,450,00:45:20,171,185,4.5,151,165,11:19:00,09:57:00,"6","6",0.95,10.2,9.9,"317","49.5% L / 50.5% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:19:00,5,0,2020-04-10 09:45:00,40740
"152","Running","4/8/20 9:37",FALSE,"Linn County - W03D2-Intervals",4.01,441,00:46:11,170,188,4.3,152,226,11:31:00,08:39:00,"19","19",0.92,10.1,9.4,"318","48.7% L / 51.3% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",01:30:00,12,0,2020-04-08 09:37:00,41460
"153","Running","4/6/20 8:04",FALSE,"Linn County Running",7.5,825,01:37:58,152,169,4.2,145,175,13:04:00,11:22:00,"1,138","1,175",0.85,11.2,9.7,"343","49.5% L / 50.5% R",0,"0",0,01:37:58,00:00:00,0,00:00:00,"No",00:15:00,9,0,2020-04-06 08:04:00,47040
"154","Running","4/5/20 9:33",FALSE,"Linn County - W02D6-Intervals",4,434,00:45:55,171,189,4.4,150,238,11:29:00,09:02:00,"5","5",0.93,10.8,10.1,"311","48.1% L / 51.9% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",02:00:00,10,0,2020-04-05 09:33:00,41340
"155","Running","4/3/20 8:01",FALSE,"Linn County - W02D4b-Recovery Run",3,332,00:39:35,157,168,3.2,145,157,13:12:00,11:22:00,"5","5",0.85,11.5,9.9,"345","49.9% L / 50.1% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",03:30:00,4,0,2020-04-03 08:01:00,47520
"156","Running","4/2/20 8:33",FALSE,"Linn County - W02D3-Intervals",3.3,368,00:40:23,172,190,4,147,162,12:15:00,09:31:00,"16","16",0.89,10.6,9.6,"340","50.2% L / 49.8% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:01:00,12,0,2020-04-02 08:33:00,44100
"157","Running","4/1/20 8:48",FALSE,"Linn County - W02D2-Recovery Run",4,447,00:50:35,160,178,4,147,205,12:39:00,10:39:00,"19","19",0.87,11.3,10,"331","50.1% L / 49.9% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",05:35:00,5,0,2020-04-01 08:48:00,45540
"158","Running","3/30/20 8:18",FALSE,"Linn County - W01D7-Long Run",6.01,667,01:16:57,160,179,4.5,146,170,12:48:00,10:25:00,"19","19",0.87,10.9,9.5,"336","50.8% L / 49.2% R",0,"0",0,01:16:57,00:00:00,0,00:00:00,"No",01:57:00,7,0,2020-03-30 08:18:00,46080
"159","Running","3/29/20 10:26",FALSE,"Linn County - W01D6-Fartlek Run",4.01,452,00:54:02,160,174,3.6,144,256,13:29:00,11:06:00,"20","20",0.83,11.8,9.9,"349","50.1% L / 49.9% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",04:59:00,5,0,2020-03-29 10:26:00,48540
"160","Running","3/26/20 10:42",FALSE,"Linn County - W01D3-Intervals",3,318,00:36:25,166,188,4,148,207,12:08:00,08:52:00,"4","4",0.9,10.7,9.7,"331","49.8% L / 50.2% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",01:30:00,10,0,2020-03-26 10:42:00,43680
"161","Running","3/25/20 10:41",FALSE,"Linn County - W01D2-Easy Run",3.37,392,00:44:18,164,188,4.2,143,226,13:09:00,11:19:00,"21","23",0.85,0,0,"--","--",0,"0",0,NA,00:00:00,0,00:00:00,"No",02:07:00,5,0,2020-03-25 10:41:00,47340
"162","Running","3/24/20 17:30",FALSE,"Linn County Running",3.01,325,00:36:54,156,178,4,146,177,12:17:00,06:52:00,"--","3",0.9,11,10,"333","49.7% L / 50.3% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:04:00,4,0,2020-03-24 17:30:00,44220
"163","Running","3/22/20 15:22",FALSE,"Linn County Running",4.01,437,00:53:39,157,172,3.7,143,167,13:23:00,11:22:00,"3","6",0.84,11.1,9.4,"341","49.1% L / 50.9% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:03:00,5,0,2020-03-22 15:22:00,48180
"164","Running","3/19/20 12:30",FALSE,"Linn County Running",3.01,333,00:37:20,166,186,4.3,145,160,12:25:00,10:01:00,"--","2",0.9,10.9,10,"347","49.6% L / 50.4% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:05:00,4,0,2020-03-19 12:30:00,44700
"165","Running","3/17/20 9:28",FALSE,"Linn County Running",4,433,00:50:41,157,171,4.5,146,160,12:39:00,10:51:00,"19","19",0.88,11.5,10.2,"331","50.0% L / 50.0% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:04:00,5,0,2020-03-17 09:28:00,45540
"166","Running","3/15/20 13:00",FALSE,"Linn County Running",3,330,00:40:38,153,168,4.3,142,158,13:32:00,11:44:00,"2","4",0.84,12.8,10.9,"347","49.5% L / 50.5% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:03:00,4,0,2020-03-15 13:00:00,48720
"167","Running","3/13/20 10:46",FALSE,"Linn County Running",4.01,441,00:49:50,168,190,5,145,185,12:26:00,09:43:00,"18","18",0.9,11.3,10.2,"333","49.6% L / 50.4% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:02:00,6,0,2020-03-13 10:46:00,44760
"168","Running","2/22/20 15:12",FALSE,"Linn County Running",4.01,443,00:54:33,163,187,5,142,162,13:35:00,10:01:00,"15","15",0.84,11.8,10,"350","50.0% L / 50.0% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:12:00,5,0,2020-02-22 15:12:00,48900
"169","Running","2/17/20 17:02",FALSE,"Linn County Running",4,445,00:54:20,163,181,4.9,142,169,13:35:00,09:25:00,"8","8",0.85,11.7,10,"352","49.8% L / 50.2% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2020-02-17 17:02:00,48900
"170","Running","2/14/20 11:10",FALSE,"Linn County Running",4,445,00:52:25,164,186,5,145,162,13:05:00,07:01:00,"14","14",0.85,11.4,9.8,"341","49.5% L / 50.5% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:02:00,5,0,2020-02-14 11:10:00,47100
"171","Running","2/6/20 14:11",FALSE,"Linn County Running",1.01,110,00:14:36,138,157,2.5,143,171,14:27:00,13:04:00,"--","--",0.78,12.4,9.7,"353","49.6% L / 50.4% R",0,"0",0,14:36:00,00:00:00,0,00:00:00,"No",00:09:00,2,0,2020-02-06 14:11:00,52020
"172","Running","1/26/20 15:10",FALSE,"Linn County - W01D4-Easy Run",2.39,263,00:34:31,151,174,3.6,138,161,14:26:00,11:01:00,"--","3",0.81,11.9,9.8,"348","49.2% L / 50.8% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",02:34:00,4,0,2020-01-26 15:10:00,51960
"173","Running","1/21/20 7:57",FALSE,"Linn County - W01D2-Easy Run",2.07,228,00:30:07,160,169,3.2,143,154,14:35:00,11:47:00,"2","--",0.77,12.6,9.9,"344","50.0% L / 50.0% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:07:00,4,0,2020-01-21 07:57:00,52500
"174","Running","1/12/20 14:03",FALSE,"Linn County - W02D2a-Easy Run",2.44,274,00:33:34,161,172,4,141,167,13:44:00,10:07:00,"--","--",0.84,11.9,10.1,"344","50.0% L / 50.0% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",03:28:00,4,0,2020-01-12 14:03:00,49440
"175","Running","1/10/20 9:00",FALSE,"Linn County - W01D7-Long Run",2.34,260,00:35:32,150,170,3.8,137,154,15:10:00,12:17:00,"3","3",0.78,11.6,9.1,"386","50.3% L / 49.7% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",05:32:00,4,0,2020-01-10 09:00:00,54600
