"","Activity Type","Date","Favorite","Title","Distance","Calories","Time","Avg HR","Max HR","Aerobic TE","Avg Run Cadence","Max Run Cadence",Avg_Pace,"Best Pace","Elev Gain","Elev Loss","Avg Stride Length","Avg Vertical Ratio","Avg Vertical Oscillation","Avg Ground Contact Time","Avg GCT Balance","Training Stress Score®","Grit","Flow","Climb Time","Bottom Time","Min Temp","Surface Interval","Decompression","Best Lap Time","Number of Laps","Max Temp","date","avgpace"
"268","Running","9/26/18 7:50",FALSE,"Linn County Running",3.1,332,00:40:19,155,174,3.6,149,165,13:00:00,10:56:00,"18","18",0.84,12.3,10.4,"306","51.3% L / 48.7% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-09-26 07:50:00,46800
"269","Running","9/23/18 19:23",FALSE,"Linn County Running",4.04,441,00:50:12,160,177,5,149,163,12:25:00,09:29:00,"19","19",0.87,11.6,10.2,"318","50.3% L / 49.7% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-09-23 19:23:00,44700
"270","Running","9/19/18 8:02",FALSE,"Linn County Running",4,445,00:52:00,163,174,5,147,164,13:00:00,10:39:00,"10","10",0.84,12.8,11,"324","50.2% L / 49.8% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-09-19 08:02:00,46800
"271","Running","9/15/18 9:19",FALSE,"Linn County Running",1.65,162,00:28:04,132,182,3.3,133,176,16:59:00,08:11:00,"--","--",0.82,10.1,8.6,"304","48.5% L / 51.5% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,8,0,2018-09-15 09:19:00,61140
"272","Running","9/6/18 19:24",FALSE,"Linn County Running",4,432,00:49:43,162,181,5,151,171,12:26:00,10:29:00,"16","18",0.86,11.8,10.2,"305","50.6% L / 49.4% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-09-06 19:24:00,44760
"273","Running","9/4/18 19:47",FALSE,"Linn County Running",4,461,00:50:56,167,178,5,150,165,12:44:00,10:12:00,"24","17",0.86,11.1,9.6,"316","51.2% L / 48.8% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-09-04 19:47:00,45840
"274","Running","8/8/18 19:53",FALSE,"Linn County Running",4.01,453,00:50:52,168,178,1.2,149,197,12:41:00,11:09:00,"20","22",0.85,10.9,9.5,"303","50.4% L / 49.6% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-08-08 19:53:00,45660
"275","Running","8/1/18 20:05",FALSE,"Linn County Running",4.01,444,00:50:07,163,175,5,149,162,12:30:00,09:51:00,"5","5",0.87,11.4,10.1,"323","50.0% L / 50.0% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-08-01 20:05:00,45000
"276","Running","7/9/18 20:44",FALSE,"Linn County Running",4,432,00:48:46,162,178,4.1,150,211,12:11:00,10:27:00,"16","16",0.88,12,10.7,"310","50.3% L / 49.7% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-07-09 20:44:00,43860
"277","Running","7/7/18 20:46",FALSE,"Linn County Running",4.01,449,00:47:03,174,191,4.8,151,169,11:44:00,09:57:00,"14","14",0.91,11.2,10.3,"313","50.1% L / 49.9% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-07-07 20:46:00,42240
"278","Running","7/2/18 10:28",FALSE,"Linn County Running",4,442,00:48:47,165,178,4.3,151,174,12:12:00,08:54:00,"16","16",0.88,11.8,10.5,"307","50.0% L / 50.0% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-07-02 10:28:00,43920
"279","Running","6/30/18 8:36",FALSE,"Linn County Running",4,450,00:49:24,168,181,4.4,152,169,12:20:00,10:27:00,"19","19",0.86,12,10.5,"307","50.5% L / 49.5% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-06-30 08:36:00,44400
"280","Running","6/28/18 17:02",FALSE,"Linn County Running",4,454,00:49:03,170,183,4.5,151,167,12:16:00,09:55:00,"9","9",0.88,11.7,10.4,"306","49.4% L / 50.6% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-06-28 17:02:00,44160
"281","Running","6/25/18 19:30",FALSE,"Linn County Running",4,445,00:47:54,171,182,4.3,151,171,11:58:00,10:03:00,"17","17",0.89,11.6,10.4,"313","49.4% L / 50.6% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-06-25 19:30:00,43080
"282","Running","6/21/18 21:04",FALSE,"Linn County Running",4.01,427,00:46:53,161,179,4.2,153,167,11:42:00,09:18:00,"18","18",0.9,0,0,"--","--",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-06-21 21:04:00,42120
"283","Running","6/18/18 9:27",FALSE,"Linn County Running",4,473,00:50:10,174,186,4.4,149,213,12:32:00,11:14:00,"10","9",0.87,12.5,11,"313","50.3% L / 49.7% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-06-18 09:27:00,45120
"284","Running","6/12/18 10:49",FALSE,"Linn County Running",4,467,00:50:02,170,186,4.1,147,187,12:31:00,11:03:00,"19","19",0.87,12.4,10.9,"320","49.7% L / 50.3% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-06-12 10:49:00,45060
"285","Running","6/9/18 20:43",FALSE,"Linn County Running",2.07,223,00:24:44,159,179,3.1,151,179,11:55:00,10:03:00,"--","--",0.9,11.6,10.5,"316","50.2% L / 49.8% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,3,0,2018-06-09 20:43:00,42900
"286","Running","6/2/18 20:34",FALSE,"Linn County Running",4,458,00:48:17,164,182,4.2,151,164,12:04:00,10:20:00,"22","22",0.89,11.4,10.3,"312","49.8% L / 50.2% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-06-02 20:34:00,43440
"287","Running","5/31/18 9:10",FALSE,"Linn County Running",3.09,132,00:39:48,150,164,2.1,150,176,12:52:00,09:35:00,"15","15",0.85,11.8,10.1,"313","48.9% L / 51.1% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-05-31 09:10:00,46320
"288","Running","5/29/18 7:35",FALSE,"Linn County Running",4,425,00:47:34,158,174,4,152,163,11:53:00,07:42:00,"19","19",0.89,11.5,10.4,"310","49.8% L / 50.2% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-05-29 07:35:00,42780
"289","Running","5/24/18 20:01",FALSE,"Linn County Running",4,453,00:47:46,171,183,4.5,150,219,11:57:00,09:39:00,"19","19",0.9,11.1,10.1,"313","49.7% L / 50.3% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-05-24 20:01:00,43020
"290","Running","5/21/18 20:06",FALSE,"Linn County Running",3.01,345,00:35:39,172,185,4,151,170,11:51:00,09:47:00,"6","6",0.9,10.6,9.6,"327","52.0% L / 48.0% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-05-21 20:06:00,42660
"291","Running","5/19/18 19:18",FALSE,"Linn County Running",4,424,00:46:02,162,179,4.2,153,166,11:30:00,10:29:00,"21","21",0.92,10.2,9.5,"326","50.1% L / 49.9% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-05-19 19:18:00,41400
"292","Running","5/16/18 7:37",FALSE,"Linn County Running",2,221,00:25:14,156,170,3.2,151,166,12:37:00,10:05:00,"3","--",0.88,11.4,10.2,"322","50.2% L / 49.8% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,2,0,2018-05-16 07:37:00,45420
"293","Running","5/13/18 18:51",FALSE,"Linn County Running",4,443,00:46:50,171,185,4.8,151,193,11:42:00,10:20:00,"20","20",0.91,11,10.2,"298","49.3% L / 50.7% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-05-13 18:51:00,42120
"294","Running","5/10/18 19:53",FALSE,"Linn County Running",3.03,323,00:36:47,158,178,3.8,151,162,12:09:00,09:24:00,"--","--",0.88,10.6,9.4,"292","52.0% L / 48.0% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-05-10 19:53:00,43740
"295","Running","5/5/18 19:04",FALSE,"Linn County Running",4,410,00:46:15,173,185,4.4,151,172,11:34:00,09:33:00,"15","17",0.92,10.3,9.7,"292","50.3% L / 49.7% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-05-05 19:04:00,41640
"296","Running","4/30/18 17:49",FALSE,"Linn County Running",4,449,00:47:29,175,184,5,151,190,11:52:00,10:12:00,"18","18",0.9,10.6,9.7,"298","50.9% L / 49.1% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-04-30 17:49:00,42720
"297","Running","4/26/18 19:03",FALSE,"Linn County Running",3.01,333,00:37:21,170,185,3.9,148,161,12:25:00,10:48:00,"2","3",0.88,11.6,10.3,"299","47.8% L / 52.2% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-04-26 19:03:00,44700
"298","Running","4/23/18 19:27",FALSE,"Linn County Running",3.01,337,00:37:05,172,188,4,149,183,12:20:00,10:43:00,"4","4",0.89,11.2,10.1,"325","49.5% L / 50.5% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-04-23 19:27:00,44400
"299","Running","4/20/18 19:14",FALSE,"Linn County Running",3.05,314,00:37:12,169,183,1,150,233,12:11:00,08:54:00,"3","3",0.9,10.8,9.8,"317","49.8% L / 50.2% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-04-20 19:14:00,43860
"300","Running","4/18/18 19:17",FALSE,"Linn County Running",3.01,336,00:35:47,173,187,4.3,151,175,11:54:00,09:11:00,"3","3",0.9,10.6,9.7,"308","50.9% L / 49.1% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-04-18 19:17:00,42840
"301","Running","4/13/18 9:48",FALSE,"Linn County Running",3,375,00:36:45,181,191,4.9,150,176,12:14:00,09:47:00,"3","3",0.88,11.5,10.3,"294","47.4% L / 52.6% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-04-13 09:48:00,44040
"302","Running","4/10/18 8:21",FALSE,"Linn County Running",3.2,376,00:39:50,168,187,4.1,149,173,12:28:00,09:06:00,"4","4",0.87,11.3,10,"287","49.6% L / 50.4% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-04-10 08:21:00,44880
"303","Running","3/30/18 15:18",FALSE,"Linn County Running",2.36,314,00:31:29,172,185,3.8,146,256,13:22:00,10:39:00,"--","4",0.86,11.8,10.2,"312","50.0% L / 50.0% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,3,0,2018-03-30 15:18:00,48120
